MAPID	MAPSETID	MAPCONCEPTID	MAPOPTION	MAPGROUP	MAPPRIORITY	MAPTARGETID	MAPCATEGORY	MAPRULE	MAPADVICE
174980064	110040	63643000	1	1	1	1466059	12		OTHERWISE
4157065	110040	111726004	1	1	1	100051	31		IFA: Infected open wounds -- code to complicated open wound of site
173646065	110040	397529006	1	1	1	100051	0		OTHERWISE
173907065	110040	415746003	1	1	1	100051	0		OTHERWISE
171806065	110040	242044009	3	1	3	100051	0		OTHERWISE
41488066	110040	225565007	3	1	3	100051	0		OTHERWISE
171393061	110040	195303005	1	1	1	100051	31		IFA: Gangrene of certain sites,see Alphabetic index
122435065	110040	403149008	3	1	3	100051	0		OTHERWISE
23932066	110040	193982009	1	1	1	819056	11		OTHERWISE
172785060	110040	300492006	2	1	2	1202057	11		OTHERWISE
172250061	110040	269170001	1	1	1	8397052	11		OTHERWISE
176591062	110040	94150003	1	1	1	7301055	31		IFA: Common artrioventricular canal type
172871064	110040	302932006	1	1	1	2262056	11		OTHERWISE
104687065	110040	309257005	1	1	1	7646051	11		OTHERWISE
174795065	110040	60241006	2	1	2	9545870054	31		IFA: Stress incontinence
40758066	110040	22220005	1	1	1	9545870054	31		GAMR: Male
171018061	110040	10725009	1	1	1	5706054	11		OTHERWISE
172273068	110040	271569006	1	1	1	7237054	31		IFA: Congenital hydrocephalus
172657069	110040	288723005	13	1	13	9535169054	31		IFA: Stroke embolic
176289068	110040	90207007	1	1	1	518056	11		OTHERWISE
176612063	110040	94393006	1	1	1	4139053	11		OTHERWISE
173897061	110040	41552001	1	1	1	406050	32		IFA: Circular type, if there was a previous attack of depression (296.4x)
173451065	110040	37344009	3	1	3	397053	31		IFA: Drug withdrawal
66716065	110040	26715006	1	1	1	5007052	11		OTHERWISE
176320067	110040	90834002	1	1	1	1589052	11		OTHERWISE
174474060	110040	53057004	1	1	1	1589052	11		OTHERWISE
174751060	110040	59819007	1	1	1	3456055	11		OTHERWISE
175133060	110040	66344007	4	1	4	422051	31		IFA: Reactive depression: psychosis
174968066	110040	63412003	4	1	4	422051	31		IFA: Reactive depression: Psychotic
23032068	110040	192049004	4	1	4	422051	31		IFA: Psychogenic depressive psychosis
175977067	110040	83458005	7	1	7	422051	31		IFA: Reactive depressive psychosis
175974061	110040	83458005	4	1	4	422051	31		IFA: Reactive depression: Psychotic
173637060	110040	396325007	1	1	1	1448051	11		OTHERWISE
176237064	110040	88975006	3	1	3	4755050	32		IFA: Acute forms of schizophrenia of: paranoid type (295.3x)
175946065	110040	83128009	4	1	4	6615055	32		IFA: That complicating: abortion (637.3x)
40179064	110040	21877004	1	1	1	5884055	11		OTHERWISE
493067	110040	102574007	10	1	10	4605050	31		IFA: Nutritional edema (Kwashiorkor)
5168063	110040	118654009	10	1	10	4605050	31		IFA: Nutritional edema - Kwashiorkor
65159062	110040	26237000	10	1	10	4605050	31		IFA: Nutritional edema - Kwashiorkor
173172063	110040	35489007	10	1	10	551052	31		IFA: Prolonged depressive adjustment reaction
170296063	110040	89419008	1	1	1	5673051	32		IFA: Meniere's disease and other specified vertiginous syndromes (386.0-386.9)
172761067	110040	299199000	2	1	2	1528055	11		OTHERWISE
171366064	110040	193731001	6	1	6	5262053	31		IFA: Better eye: profound vision impairment; lesser eye: total vision impairment
45559064	110040	233956002	6	1	6	5819056	32		IFA: Precerebral (433.0-433.9)
175165062	110040	66948001	1	1	1	7357051	12		OTHERWISE
171156063	110040	128287004	1	1	1	6185054	32		IFA: Peptic ulcer: duodenal (532.0x-532.9x)
120265069	110040	401110002	1	2	1	1166052	31		IFA: Postural proteinuria
175417069	110040	72863001	5	1	5	6062050	31		IFA: Respiratory failure,acute
721060	110040	102915009	1	1	1	442055	11		OTHERWISE
26853066	110040	19887002	1	1	1	442055	11		OTHERWISE
172087060	110040	263156006	1	1	1	2096059	11		OTHERWISE
100953068	110040	301000005	7	1	7	6000057	12		OTHERWISE
174197065	110040	46210008	1	1	1	5423059	11		OTHERWISE
169834061	110040	66551002	3	1	3	543054	11		OTHERWISE
176085069	110040	85983004	12	1	12	1379054	31		IFA: Sunburn,first degree
171716066	110040	238525001	1	1	1	1379054	31		IFA: Sunburn,first degree
44864064	110040	23346002	1	1	1	1379054	11		OTHERWISE
174012061	110040	42452002	1	1	1	7063054	12		OTHERWISE
19380066	110040	17926002	1	1	1	7170051	11		OTHERWISE
173236060	110040	36127009	1	1	1	2134057	11		OTHERWISE
172176065	110040	267078001	5	1	5	4935059	32		IFA: Spastic hemiplegia (342.1x)
176139069	110040	8702009	1	1	1	1985054	31		IFA: Enuresis of unspecified cause
41203064	110040	224702002	1	1	1	1985054	12		OTHERWISE
171321067	110040	1845001	1	1	1	654052	11		OTHERWISE
29912064	110040	204296002	1	1	1	7323056	11		OTHERWISE
176069060	110040	85502002	1	1	1	6259056	11		OTHERWISE
173372069	110040	371028005	1	1	1	9547244055	11		OTHERWISE
701061	110040	102891000	2	1	2	2075053	11		OTHERWISE
46053060	110040	234215001	1	1	1	9539643050	11		OTHERWISE
172064067	110040	262597001	1	1	1	8673050	11		OTHERWISE
100951065	110040	301000005	5	1	5	1037051	31		IFA: Pneumonitis due to other solids and liquids
100965067	110040	301002002	5	1	5	1037051	31		IFA: Pneumonitis due to other solids and liquids
479061	110040	102572006	9	1	9	6042055	31		IFA: Hydrothorax
68876064	110040	271809000	9	1	9	6042055	31		IFA: Hydrothorax
173285069	110040	363746003	8	1	8	134052	31		IFA: That specified as due to,Herpes simplex
108050068	110040	33325001	1	1	1	6057054	11		OTHERWISE
171936063	110040	25415003	2	1	2	7889053	12		OTHERWISE
22088068	110040	190368000	1	2	1	1434051	12		OTHERWISE
46109066	110040	234347009	1	1	1	9545116050	11		OTHERWISE
170990064	110040	1045000	1	1	1	1113054	11		OTHERWISE
27845065	110040	200823002	3	1	3	1378059	11		OTHERWISE
174876067	110040	61977001	1	1	1	3517050	11		OTHERWISE
24511064	110040	195243003	1	1	1	980050	12		OTHERWISE
171380065	110040	194781004	1	3	1	6778055	32		IFA: Following labor and delivery (669.3x)
19179063	110040	17463000	1	1	1	2123055	11		OTHERWISE
174757061	110040	59883002	2	1	2	1204056	31		IFA: Breast NOS
105767066	110040	312609001	1	1	1	2306058	11		OTHERWISE
127439065	110040	414521009	1	1	1	5388054	11		OTHERWISE
175986063	110040	83746006	1	1	1	4772056	11		OTHERWISE
13708068	110040	161501007	1	1	1	9553434054	11		OTHERWISE
171017065	110040	10623005	4	1	4	1071055	31		IFA: Cyst of jaw,other specified disease of the jaws
175683068	110040	78104003	1	1	1	1969057	11		OTHERWISE
46337065	110040	234467004	1	1	1	2016058	31		IFA: Abnormal coagulation profile
116631065	110040	386067009	4	1	4	286050	11		OTHERWISE
176263068	110040	89656008	2	1	2	1177059	11		OTHERWISE
23788066	110040	19354008	1	1	1	7100052	11		OTHERWISE
173463061	110040	373587001	2	1	2	7231050	12		OTHERWISE
171668067	110040	230745008	1	1	1	7231050	32		IFA: Spina bifida with hydrocephalus (741.0x)
174548068	110040	55042009	1	1	1	8703058	11		OTHERWISE
17030064	110040	16632002	3	1	3	8199057	31		IFA: Traumatic (860.2-860.5, 862.29, 862.39) - Traumatic pneumohemothorax without mention of open wound into thorax
171027060	110040	109363001	4	1	4	8199057	31		IFA: Pneumothorax,traumatic (pneumohemothorax without mention of open wound into thorax)
172389068	110040	27477003	1	1	1	2097050	31		IFA: Orbital,floor
172433061	110040	27717006	1	1	1	6475056	31		IFA: Abscess of testis
175283061	110040	69559004	1	1	1	1250058	32		GAMR: Female: Symptoms referable to genital organs (625.0-625.9)
174056061	110040	43364001	1	1	1	1250058	32		GAMR: Female: Symptoms referable to genital organs (625.0-625.9)
174517061	110040	54296007	1	1	1	8920052	11		OTHERWISE
44112067	110040	231839000	1	1	1	5442055	11		OTHERWISE
3612067	110040	111196000	4	1	4	6849052	11		OTHERWISE
101724066	110040	301779004	5	1	5	1125052	11		OTHERWISE
141865063	110040	60555002	1	1	1	5870052	12		OTHERWISE
174711063	110040	58759008	1	1	1	161052	32		IFA: Mycotic intertrigo (111.0-111.9)
171666066	110040	230690007	1	1	1	5822059	12		OTHERWISE
29037066	110040	202805003	1	1	1	1564059	11		OTHERWISE
170986061	110040	102878001	8	1	8	6589051	32		IFA: With current abortion (634.7x)
175475068	110040	74323005	1	1	1	1526056	11		OTHERWISE
172312068	110040	271801002	1	1	1	1859054	11		OTHERWISE
175246061	110040	68372009	1	1	1	1043053	11		OTHERWISE
32153061	110040	207984009	1	1	1	2102053	11		OTHERWISE
171163063	110040	12867002	5	1	5	1318052	32		IFA: Meconium in liquor (656.8x)
23145069	110040	19242006	4	1	4	9535236057	31		IFA: Hypostatic pneumonia due to or specified as specific type of pneumonia - code to the type of pneumonia (480-480.9, 481, 482.0-482.49, 483.0-483.9, 485, 486, 487.0) - Pneumococcal pneumonia (streptococcus pneumoniae pneumonia)
173408066	110040	371995001	1	1	1	3981051	12		OTHERWISE
173260061	110040	363429002	1	1	1	3981051	12		OTHERWISE
146476069	110040	71444005	1	1	1	5820054	11		OTHERWISE
19318066	110040	17778006	4	1	4	2723051	11		OTHERWISE
174468060	110040	52897009	1	1	1	1412054	11		OTHERWISE
176133065	110040	86708008	6	1	6	6879058	11		OTHERWISE
3815067	110040	111367007	1	1	1	6504056	11		OTHERWISE
175264067	110040	68913001	1	1	1	9547204054	11		OTHERWISE
175548064	110040	75451007	1	1	1	9547204054	11		OTHERWISE
19465062	110040	18085000	1	1	1	4863056	11		OTHERWISE
173586069	110040	391987005	1	1	1	7434057	31		IFA: Pectus excavatum - congenital
26933068	110040	19905009	1	1	1	6462056	11		OTHERWISE
175608062	110040	76441001	8	1	8	4785058	11		OTHERWISE
174198061	110040	46229002	1	1	1	4810051	11		OTHERWISE
175878064	110040	81953000	2	1	2	1962053	11		OTHERWISE
171737064	110040	23924001	2	1	2	1962053	11		OTHERWISE
171619067	110040	229721007	1	1	1	1897054	31		IFA: Acquired aphasia
176667062	110040	95549001	1	1	1	6385059	31		IFA: Hemorrhage: gastrointestinal NOS
27157060	110040	199550009	1	1	1	9535803050	11		OTHERWISE
175830064	110040	80711002	1	1	1	470058	11		OTHERWISE
174657068	110040	57219006	4	1	4	7235059	31		IFA: Skull defects associated with brain anomalies
176639065	110040	95217000	1	1	1	868056	11		OTHERWISE
171349061	110040	192049004	2	1	2	550053	31		IFA: Brief depressive reaction
176224062	110040	88522004	6	1	6	9545873051	11		OTHERWISE
119447060	110040	399294002	1	1	1	1203054	11		OTHERWISE
118000068	110040	396230008	1	1	1	6891054	11		OTHERWISE
172017067	110040	25868003	1	2	1	9541221054	11		OTHERWISE
13788065	110040	161612000	1	1	1	9541221054	11		OTHERWISE
174327067	110040	49472006	1	1	1	357050	11		OTHERWISE
176111068	110040	86299006	2	1	2	7295056	11		OTHERWISE
5162062	110040	118618005	1	1	1	4248054	12		OTHERWISE
120054065	110040	400122007	1	1	1	4248054	12		OTHERWISE
171361068	110040	193731001	15	1	15	5280057	11		OTHERWISE
29064067	110040	202841003	1	1	1	7068058	12		OTHERWISE
174582063	110040	55833001	1	1	1	7068058	12		OTHERWISE
173831062	110040	4106009	1	1	1	7068058	12		OTHERWISE
171805069	110040	242044009	2	1	2	9348053	31		GAMR: GAMR;:0-15- Child abuse, unspecified
171002066	110040	105593004	7	1	7	6606054	32		IFA: Unspecified illegally induced abortion complicated by metabnolic disorder
170972060	110040	102574007	5	1	5	6669058	32		IFA: Edema or excessive weight gain in pregnancy,  without mention of hypertension (646.1x)
175171067	110040	67148009	1	1	1	310054	12		OTHERWISE
47513060	110040	235921003	4	1	4	6364059	31		IFA: Calculus of bile duct without mention of cholecystitis with obstruction
173500062	110040	3827008	1	1	1	5833056	31		IFA: Internal carotid artery
171812061	110040	24424003	1	1	1	2196057	12		OTHERWISE
19534068	110040	18171007	1	1	1	2196057	12		OTHERWISE
171353064	110040	19267009	1	1	1	9553149053	11		OTHERWISE
170987069	110040	102878001	9	1	9	6590055	32		IFA: With current abortion (634.8x)
174870062	110040	61669002	5	1	5	9555770050	31		IFA: Mechanical complication of prosthetic joint implant - peri-prosthetic osteolysis
192065	110040	1023001	3	1	3	7641059	32		IFA: Insomnia with sleep apnea
173007067	110040	31658008	3	1	3	4814055	31		IFA: Paraphrenia
171932061	110040	254024005	1	1	1	1065053	32		IFA: Dentofacial anomalies (524.0x-524.9)
174721065	110040	5876000	7	1	7	9555503050	31		IFA: Pancytopenia (due to) (with),leukoerythroblastic anemia - myelophthisis
174716067	110040	5876000	2	1	2	9555503050	31		IFA: Pancytopena (due to) (with),bone marrow infilitration - Myelophthisis
152280066	110040	84828003	1	1	1	9553622054	12		OTHERWISE
176360068	110040	91855006	3	1	3	9570416050	31		IFA: Acute exacerbation of chronic unspecified leukemia: in relapse
175357068	110040	71286001	5	1	5	9555121056	31		IFA: Myelitis following immunization procedures Myelitis postimmunization or postvaccinal
175925062	110040	82545002	2	1	2	9555529050	31		IFA: Transfusion related acute lung injury (TRALI)
30805068	110040	20607006	1	1	1	9553662053	11		OTHERWISE
131821067	110040	4264000	1	1	1	9553665050	12		OTHERWISE
176266061	110040	89765005	2	1	2	9555463054	32		IFA: Smoking complicating pregnancy (649.0x)
171347064	110040	191889006	2	1	2	9555463054	32		IFA: Smoking complicating pregnancy (649.0x)
172191067	110040	267440005	1	1	1	4645059	11		OTHERWISE
171046064	110040	109983007	1	1	1	4645059	11		OTHERWISE
40709067	110040	22125009	1	1	1	7126055	12		OTHERWISE
12215066	110040	13973009	4	1	4	664056	11		OTHERWISE
68093060	110040	269964006	1	1	1	9542115059	11		OTHERWISE
26406061	110040	197941005	1	1	1	2023057	31		IFA: Hemoglobinuria
173802061	110040	40970001	5	1	5	1603055	12		OTHERWISE
10989065	110040	129179000	1	1	1	4983056	31		IFA: Specified lesion of sciatic nerve
174129061	110040	44795003	1	1	1	6720051	11		OTHERWISE
13864060	110040	161816004	1	1	1	6557055	12		OTHERWISE
23815068	110040	193615000	1	1	1	5226052	11		OTHERWISE
175489064	110040	74450001	7	1	7	6628054	31		IFA: Following abortion and ectopic or molar pregnancy: Failed attempted abortion complicated by metabolic disorder
171334068	110040	190902006	7	1	7	6628054	31		IFA: Failed attempted abortion complicated by metabolic disorder
144182063	110040	65958008	2	1	2	9536583052	11		OTHERWISE
173990063	110040	42265009	1	1	1	6883058	11		OTHERWISE
66558065	110040	266992002	1	1	1	9553429050	11		OTHERWISE
173625062	110040	396228006	3	1	3	3698054	31		IFA: Keratosis,gonococcal
173621065	110040	396227001	3	1	3	3698054	31		IFA: Keratosis,gonococcal
174399063	110040	5132005	3	1	3	3698054	31		IFA: Gonococcal
175160066	110040	66870002	2	1	2	141059	12		OTHERWISE
174092062	110040	4412009	1	1	1	9076050	11		OTHERWISE
171596067	110040	225903007	1	1	1	571056	11		OTHERWISE
176103064	110040	86249007	1	1	1	3295057	32		IFA: Tuberculosis of ureter
172223065	110040	268006001	1	1	1	1584055	12		OTHERWISE
5172064	110040	118654009	3	1	3	7633059	31		IFA: Edema of newborn
172320065	110040	271809000	3	1	3	7633059	31		IFA: Edema of newborn NOS
171859067	110040	248523006	1	1	1	1979055	11		OTHERWISE
172954061	110040	309083007	8	1	8	1197051	31		GAMR: Male,Other inflammatory disorders of male genital organs
172896061	110040	30584002	8	1	8	1197051	31		GAMR: Male: Other inflammatory disorder of male genital organs
170706065	110040	92812005	1	1	1	4339059	11		OTHERWISE
5277062	110040	119424003	3	1	3	6518050	31		IFA: Endometrial
173174062	110040	35489007	12	1	12	561058	11		OTHERWISE
175906060	110040	82470000	1	1	1	2070056	31		IFA: Abnormal reflex
9537062	110040	127086001	3	1	3	1924050	11		OTHERWISE
171212069	110040	1532007	4	1	4	1011053	31		IFA: Abscess,chronic pharyngitis
175566068	110040	75694006	1	1	1	3525052	31		IFA: Mumps pancreatitis
175043060	110040	64905009	5	1	5	9570399059	31		IFA: Childhood type schizophrenia: residual state
171153065	110040	128133004	2	1	2	7012054	11		OTHERWISE
172261068	110040	269579005	3	1	3	4084052	31		IFA: Scrotum
174253063	110040	47693006	2	1	2	6243056	11		OTHERWISE
172652064	110040	28845006	2	1	2	6243056	11		OTHERWISE
127095066	110040	413603009	1	1	1	9550289053	31		IFA: Evan's syndrome
194066	110040	1023001	5	1	5	1844056	32		IFA: Other and unspecified sleep apnea
13833062	110040	161765003	1	1	1	9553443058	11		OTHERWISE
12366064	110040	14302001	1	1	1	1251059	11		OTHERWISE
174511060	110040	53929009	1	1	1	6486059	31		IFA: Atrophy of testis
175744064	110040	79216009	4	1	4	6514052	31		IFA: External genital organs,female abscess of Bartholin's gland
170657062	110040	92380000	1	1	1	4355053	31		IFA: Anal canal
119568062	110040	399490008	2	1	2	4075052	11		OTHERWISE
502065	110040	102574007	8	1	8	9536535054	31		IFA: Hydrops fetalis (not due to isoimmunization)
173064063	110040	33135002	5	1	5	423059	31		IFA: Reactive excitation
172614060	110040	28663008	4	1	4	423059	31		IFA: Reactive excitation
171059066	110040	111485001	3	1	3	423059	31		IFA: Reactive excitation
172672068	110040	28884001	4	1	4	423059	31		IFA: Reactive excitation
173695065	110040	40379007	5	1	5	423059	31		IFA: Reactive excitation
171923063	110040	252991009	4	1	4	9549862052	31		IFA: Moderate dysplasia of cervix
173744061	110040	406103009	1	1	1	9549862052	31		IFA: Cervical intraepithelial neoplasia II (CIN II)
23498062	110040	192979009	1	1	1	662057	11		OTHERWISE
171462063	110040	201836008	2	1	2	7027054	32		IFA: Osteoarthrosis (osteoarthritis) of spine (721.0-721.9x)
173380063	110040	371082009	1	1	1	7027054	12		OTHERWISE
171456067	110040	201826000	2	1	2	7027054	32		IFA: Osteoarthrosis (osteoarthritis) of spine (721.0-721.9x)
45715065	110040	234044007	2	1	2	5733053	32		IFA: Coronary (410.00-410.92)
10345061	110040	128054009	2	1	2	5733053	32		IFA: Coronary (410.00-410.92)
174982066	110040	63739005	1	1	1	5733053	12		OTHERWISE
167856065	110040	30833006	1	1	1	1240059	31		IFA: Noninfective leukorrhea
172706061	110040	29399001	1	1	1	9550264055	31		IFA: Supervision only, in pregnancy
4749062	110040	11538006	1	1	1	4940054	12		OTHERWISE
171444066	110040	198036002	1	1	1	487056	31		IFA: Nonorganic
107900062	110040	33024009	4	1	4	320057	11		OTHERWISE
173194065	110040	35726004	1	1	1	2291058	11		OTHERWISE
19524060	110040	18165001	1	1	1	1798053	32		IFA: Jaundice in newborn (774.0-774.7)
172395069	110040	27503000	1	1	1	1798053	32		IFA: Hyperbilirubinemias specific to the perinatal period (774.0-774.7)
19248067	110040	1761006	1	1	1	6342050	11		OTHERWISE
175680066	110040	77971008	1	1	1	5152052	12		OTHERWISE
174931068	110040	62837005	1	1	1	6817052	32		IFA: Finger and thumb (681.00-681.02)
176428062	110040	92186001	1	1	1	214055	11		OTHERWISE
24178069	110040	194785008	1	1	1	5722050	11		OTHERWISE
174812062	110040	6058003	2	1	2	1449056	31		IFA: Foreign body granuloma,skin and subcutaneous tissue
7189067	110040	126537000	3	1	3	4311055	32		IFA: Bone marrow (202.9x)
176663063	110040	95435007	1	1	1	7375052	31		IFA: Congenital,tracheoesophageal fistula
116331062	110040	38481006	1	1	1	939056	20		UAC
51780069	110040	239833001	1	1	1	313051	11		OTHERWISE
172885068	110040	30556007	3	1	3	1478055	11		OTHERWISE
171434069	110040	19765000	2	1	2	9317058	32		IFA: Unspecified complication of,radiation therapy
148559064	110040	7620006	1	1	1	6289050	11		OTHERWISE
175553068	110040	7551007	1	1	1	7864055	11		OTHERWISE
171489067	110040	202317007	5	1	5	1497055	11		OTHERWISE
29544066	110040	203465002	1	1	1	9536315054	12		OTHERWISE
173536064	110040	386808001	1	1	1	438058	12		OTHERWISE
20521062	110040	18628002	1	1	1	881050	11		OTHERWISE
175294062	110040	69787006	1	1	1	2336054	11		OTHERWISE
27647060	110040	200652002	4	1	4	6131054	31		IFA: Lip
176303068	110040	90678009	4	1	4	6131054	11		OTHERWISE
57437066	110040	2477008	1	1	1	987053	12		OTHERWISE
173713069	110040	40425004	3	1	3	401058	32		IFA: Any organic psychotic conditions following head injury (293.0-293.9)
173084064	110040	33595009	2	1	2	4955058	11		OTHERWISE
172000061	110040	255181009	2	1	2	4390058	11		OTHERWISE
18225066	110040	16922007	2	1	2	7620052	31		IFA: Hemorrhagic disease of newborn
172397062	110040	275265005	1	1	1	4036056	12		OTHERWISE
24164068	110040	194780003	1	2	1	9550326059	12		OTHERWISE
171594065	110040	225723003	2	1	2	497052	32		IFA: Psychosexual disorders (302.0-302.9)
174621064	110040	56627002	1	1	1	497052	12		OTHERWISE
173243065	110040	36186002	2	1	2	6969056	12		OTHERWISE
18224065	110040	16922007	1	1	1	2016058	31		IFA: Abnormal coagulation profile
175691060	110040	78267003	4	1	4	9269053	32		IFA: Poisoning by drugs or medicinal substances(960.0-979.9)
175434062	110040	7305005	1	1	1	7326051	11		OTHERWISE
171122068	110040	127014009	5	1	5	4572058	11		OTHERWISE
22100063	110040	190390000	1	1	1	4572058	11		OTHERWISE
171777066	110040	240216005	1	1	1	7031056	11		OTHERWISE
176712067	110040	95851007	1	1	1	2097050	31		IFA: Orbital,floor
176490063	110040	93616000	1	1	1	4397055	11		OTHERWISE
172371067	110040	274533004	1	1	1	2032055	11		OTHERWISE
172894063	110040	30584002	6	1	6	6475056	31		GAMR: Male: Orchitis, epididymitis, and epididymo-orchitis, with abscess
175736064	110040	78975002	1	1	1	5705053	11		OTHERWISE
173470061	110040	37389005	1	1	1	6357056	11		OTHERWISE
174491061	110040	53406005	1	1	1	7201057	31		IFA: Adolescent postural kyphosis
174387069	110040	51197009	1	1	1	1250058	32		GAMR: Female: Symptoms referable to genital organs (625.0-625.9)
175470064	110040	74285003	4	1	4	1250058	32		GAMR: Female: Symptoms referable to genital organs (625.0-625.9)
171940066	110040	254462001	1	1	1	3878055	11		OTHERWISE
164666066	110040	423615009	1	1	1	3878055	11		OTHERWISE
27169067	110040	199583002	1	1	1	9535811058	11		OTHERWISE
19185069	110040	17467004	1	1	1	5961053	11		OTHERWISE
21777065	110040	188996003	1	1	1	222054	11		OTHERWISE
172484060	110040	279084009	1	1	1	1208058	31		IFA: Mastodynia
175877068	110040	81953000	1	1	1	1208058	31		IFA: Pain in breast
172030068	110040	26079004	10	1	10	525050	31		IFA: That of nonorganic origin:  Stereotypic movement disorder
174317062	110040	4927003	1	1	1	5143056	12		OTHERWISE
22209067	110040	190634004	2	1	2	4680055	31		IFA: Combined system disease with anemia - (281.0-281.1) - Other vitamin B12 Deficiency anemia
174688067	110040	58031004	5	1	5	144054	31		IFA: Infectious mononucleosis
171782060	110040	240530001	1	1	1	144054	11		OTHERWISE
117793066	110040	3951002	5	1	5	1125052	11		OTHERWISE
117184062	110040	38996000	1	1	1	5907050	11		OTHERWISE
26346065	110040	197834003	1	1	1	1170057	11		OTHERWISE
175064061	110040	65323003	1	1	1	7066059	11		OTHERWISE
175222067	110040	67801009	1	1	1	7091059	12		OTHERWISE
171363066	110040	193731001	3	1	3	5260058	31		IFA: Better eye: near-total vision impairment; lesser eye: total vision impairment
174605068	110040	56202001	1	1	1	5047058	12		OTHERWISE
48895061	110040	237084006	2	1	2	9534150051	11		OTHERWISE
70300063	110040	275517008	1	1	1	5822059	32		IFA: Cerebral (434.0x-434.90)
19733061	110040	183655000	1	1	1	9554856051	11		OTHERWISE
172745065	110040	298240000	1	1	1	1564059	11		OTHERWISE
43916062	110040	23148009	1	1	1	582051	11		OTHERWISE
171096063	110040	1239002	4	1	4	7424053	31		IFA: Congenital subluxation of hip,bilateral
29546068	110040	203468000	1	1	1	1627058	11		OTHERWISE
12288062	110040	14140009	1	1	1	4661057	11		OTHERWISE
171079064	110040	11833005	2	1	2	1029056	31		IFA: Cough,smokers'
172185065	110040	267374005	2	1	2	4531055	11		OTHERWISE
175070066	110040	65382006	3	1	3	1425059	11		OTHERWISE
171502064	110040	202479004	2	1	2	1525057	11		OTHERWISE
10543068	110040	128208007	1	1	1	4992058	11		OTHERWISE
175526069	110040	74949007	1	1	1	3842052	12		OTHERWISE
170722066	110040	93683002	1	1	1	3948050	11		OTHERWISE
10954068	110040	129128006	2	1	2	6411059	12		OTHERWISE
171915060	110040	251036003	4	1	4	957055	11		OTHERWISE
174953065	110040	63198006	1	1	1	6977057	31		IFA: Chondromalacia of patella
5330069	110040	12063002	1	1	1	6385059	32		IFA: Gastrointestinal bleeding NOS
172431064	110040	276954004	1	1	1	3889054	12		OTHERWISE
72823060	110040	28070007	1	1	1	6092059	11		OTHERWISE
13195069	110040	16046003	1	1	1	1580051	11		OTHERWISE
173389062	110040	371330000	1	1	1	6343058	11		OTHERWISE
25926060	110040	197321007	1	1	1	6343058	11		OTHERWISE
171483068	110040	202160008	3	1	3	9536145056	32		IFA: Knee(717.6x)
174804069	110040	6042001	1	1	1	3765053	11		OTHERWISE
1684066	110040	108367008	1	1	1	2280052	11		OTHERWISE
176522064	110040	93792007	1	1	1	4133054	11		OTHERWISE
176544068	110040	93922007	1	1	1	4133054	11		OTHERWISE
172309065	110040	271772002	3	1	3	7200056	32		IFA: Deformities classifiable to 736 (736.0-736.9)
171786062	110040	240589008	1	1	1	9534096058	11		OTHERWISE
175100069	110040	65956007	15	1	15	5280057	11		OTHERWISE
171760066	110040	239961006	1	1	1	7068058	12		OTHERWISE
174916060	110040	62479008	2	1	2	9550263053	31		IFA: Exposure to HIV virus
172364063	110040	274152003	1	1	1	1735053	11		OTHERWISE
174107060	110040	44551007	1	1	1	1573054	12		OTHERWISE
173416063	110040	372020000	1	1	1	3875057	31		IFA: Lingual tonsil
50225069	110040	238117007	1	1	1	4654056	12		OTHERWISE
172685066	110040	289922002	4	1	4	6544050	11		OTHERWISE
173666062	110040	398254007	2	1	2	6669058	32		IFA: Edema in pregnancy, without mention of hypertension (646.1x)
171106067	110040	126537000	4	1	4	4524059	31		IFA: Cartilage,Larynx
175640063	110040	7699004	1	1	1	5634051	11		OTHERWISE
66375061	110040	266433003	1	1	1	6140053	11		OTHERWISE
46920067	110040	235595009	1	1	1	6140053	31		IFA: Reflux esophagitis
17021066	110040	166318006	2	1	2	4575056	32		IFA: Hypoglycemia NOS
135342065	110040	45157009	1	1	1	6051050	11		OTHERWISE
176384061	110040	91930004	8	1	8	1021058	32		IFA: Hay fever (477.0-477.9)
127340068	110040	414285001	5	1	5	1021058	32		IFA: Hay fever (477.0-477.9)
108217062	110040	33781009	1	1	1	9550315052	11		OTHERWISE
173227064	110040	360450007	3	1	3	2296050	11		OTHERWISE
13913060	110040	161882006	7	1	7	2296050	31		IFA: Traumatic
174187062	110040	4598005	1	1	1	291051	12		OTHERWISE
19627060	110040	1829003	1	1	1	1661056	11		OTHERWISE
175520064	110040	74877002	1	1	1	7480055	12		OTHERWISE
174525064	110040	5441008	1	1	1	158051	11		OTHERWISE
173951062	110040	419284004	7	1	7	9554945050	11		OTHERWISE
168378069	110040	386705008	2	1	2	1833051	11		OTHERWISE
168812068	110040	404640003	2	1	2	1833051	11		OTHERWISE
172579068	110040	284591009	7	1	7	9534820059	11		OTHERWISE
175733066	110040	7895008	2	2	2	9547030057	22		PR:suicide
53301064	110040	241754000	1	2	1	9555441058	22		PR:accident
171337062	110040	190966007	1	2	1	6059052	31		IFA: Respiratory distress,following trauma and surgery
175398062	110040	72325004	1	1	1	4436054	31		IFA: Cystadenoma of thyroid
30920064	110040	206200000	1	1	1	9547253054	11		OTHERWISE
174308062	110040	48782003	4	1	4	1343059	32		IFA: Delivery by vacuum extractor, forceps, cesarean section or breech extraction without specified complication: Cesarean delivery, without mention of indication (669.7x)
18376067	110040	169665005	1	1	1	9553696059	11		OTHERWISE
